CRASH_ID,CTY_NAME,MUN_NAME,DATE,DAY,TIME,POL_CODE,POL_DEPT,POL_STA,KILLED,INJURED,PED_KILL,PED_INJ,SEVERITY,INTERSEC,ALCOHOL,HAZMAT,CRASH_TYPE,VEH_COUNT,LOCATION,LOC_DIR,ROUTE,RT_SFX,SRI,MP,RD_SYS,RD_CHAR,RD_SURF,SURF_COND,LIGHT,WEATHER,RD_DIV,RD_WRKZN,X_DIST,DIST_UNT,X_DIR,X_NAME,IS_RAMP,RAMP_RT,RAMP_DIR,SPD_LMT,SPD_X,LAT,LONG,CELL_USE,PROP_DMG,BADGE,TIME_ROUND,TMC
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/26/2015,W ,729,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,0.51,2,1,2,1,1,1,5,1,,,E,CR 623 / GROVE ST                  ,,,,,,,,N,NONE                                                                            ,7131,7:30,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/26/2015,W ,905,1,CLIFTON PD               ,,0,2,0,0,I,B,N,N,1,3,NJ 3                                              ,W,3,,00000003__      ,0.09,2,1,2,1,0,1,1,1,500,FE,E,US 46                              ,,,,55,50,,,N,NONE                                                                            ,7098,9:05,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/17/2018,TH,1759,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.47,2,,2,1,1,1,1,1,250,FE,E,CR 603 / PASSAIC AVE               ,,,,55,25,40.83133,74.1408,N,,7201,18:00,120+07443
2013160213-7434                ,PASSAIC     ,CLIFTON CITY            ,7/1/2013,M ,1409,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.44,2,1,2,2,1,2,5,1,100,FE,E,RT 444                             ,,,,55,,,,N,,269,14:10,120P07446
2014160214-9945                ,PASSAIC     ,CLIFTON CITY            ,9/17/2014,W ,1958,1,CLIFTON PD               ,CLIFTON        ,0,2,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,4,1,1,1,,,,,F,MAIN AVE                 ,SB,55,,,,N,NONE                                                                            ,5008,20:00,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,10/27/2016,TH,1623,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.44,2,1,2,2,1,2,1,1,200,FE,E,GARDEN STATE PARKWAY               ,,,,55,55,,,N,NONE                                                                            ,7244,16:25,120P07446
2.02E+17,PASSAIC     ,CLIFTON CITY            ,7/24/2017,MO,1617,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,,2,1,1,1,2,1,,,,,F,MAIN AVE                 ,SB,55,,40.83128,74.14122,N,,7206,16:15,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,7/25/2017,TU,1725,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.46,2,,2,1,1,1,1,1,1056,FE,E,ROUTE 509 / BROAD ST               ,,,,50,25,40.85,74.17,N,,544,17:25,120+07445
2013160213-7461                ,PASSAIC     ,CLIFTON CITY            ,7/2/2013,TU,619,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,2,1,5,3,1,300,FE,E,,,,,55,,,,N,NONE                                                                            ,10046,6:20,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/27/2015,TH,1203,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,1,1,2,1,,,,,F,CR 601                   ,,55,,,,N,NONE                                                                            ,,12:05,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,10/27/2016,TH,1748,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.44,2,1,2,2,5,2,1,1,,AT,,GARDEN STATE PARKWAY               ,,,,55,55,,,N,NONE                                                                            ,7244,17:50,120P07446
2013160213-7466                ,PASSAIC     ,CLIFTON CITY            ,7/2/2013,TU,856,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,3.5,2,2,2,1,1,1,1,1,400,FE,E,CR 603 / PASSAIC AVE               ,,,,55,55,,,N,,260,8:55,120+07443
2.02E+17,PASSAIC     ,CLIFTON CITY            ,10/27/2016,TH,2105,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,3.82,2,2,2,2,6,2,1,1,,AT,,CR 601 / MAIN AVE                  ,,,,55,25,,,N,NONE                                                                            ,7244,21:05,120+07442
2014160214-9961                ,PASSAIC     ,CLIFTON CITY            ,9/18/2014,TH,902,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,1.44,2,1,2,1,1,1,1,1,50,FE,E,GARDEN STATE PARKWAY               ,,,,55,55,,,N,NONE                                                                            ,231,9:00,120P07446
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/28/2015,F ,1314,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,1,1,2,1,,,,,F,CR 601                   ,,55,,,,N,NONE                                                                            ,7174,13:15,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,7/26/2017,WE,751,1,CLIFTON PD               ,,0,2,0,0,I,B,N,N,1,3,NJ 3                                              ,W,3,,00000003__      ,0.42,2,,2,1,1,1,5,1,500,FE,W,CR 623 / GROVE ST                  ,,,,55,35,40.86783,74.18431,N,,,7:50,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/29/2015,SA,731,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,3.91,2,1,2,1,1,1,1,1,500,FE,E,CR 601 / MAIN AVE                  ,,,,55,35,,,N,PSEG POLE 13550C/PSEG NOTIFIED                                                  ,7124,7:30,120+07442
2014160214-9968                ,PASSAIC     ,CLIFTON CITY            ,9/18/2014,TH,1119,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.82,2,2,2,1,1,1,1,1,,,,CR 601 / MAIN AVE                  ,,,,55,35,,,N,NONE                                                                            ,274,11:20,120+07442
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/29/2015,SA,2123,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,3,2,NJ 3                                              ,W,3,,00000003__      ,2.66,2,1,2,1,6,1,1,1,100,FE,E,CR 622 / BLOOMFIELD AVE            ,,,,55,30,,,N,NONE                                                                            ,7140,21:25,120+07444
2014160214122?5                ,PASSAIC     ,CLIFTON CITY            ,11/14/2014,F ,1831,1,CLIFTON PD               ,POST 7         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,7,1,1,1,1500,FE,E,,T,CR 601                   ,,55,,,,N,NONE                                                                            ,7030,18:30,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,10/28/2016,F ,1044,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,1,1,5,1,500,FE,E,,T,GROVE ST                 ,WB,55,,,,N,NONE                                                                            ,7167,10:45,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/19/2018,SA,1440,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.01,2,,2,2,1,2,1,1,2640,FE,E,CR 623 / GROVE ST                  ,,,,55,35,40.85963,74.17974,N,,7254,14:40,120+07448
2013160213-7487                ,PASSAIC     ,CLIFTON CITY            ,7/2/2013,TU,1727,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,4.89,2,2,2,1,1,1,1,2,,AT,,NJ 21                              ,,,,45,30,,,N,NONE                                                                            ,237,17:25,120P04739
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/31/2015,M ,1147,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,1,1,1,1,,,,,F,PASSAIC AVE              ,WB,55,,,,N,NONE                                                                            ,7124,11:45,120+07449
2013160213-7493                ,PASSAIC     ,CLIFTON CITY            ,7/2/2013,TU,1834,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,2.73,2,1,2,1,1,1,1,1,500,FE,E,CR 622 / BLOOMFIELD AVE            ,,,,55,35,,,N,NONE                                                                            ,239,18:35,120+07444
2.02E+17,PASSAIC     ,CLIFTON CITY            ,7/29/2017,SA,1710,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.83,2,,2,1,1,1,5,1,75,FE,N,CR 601 / MAIN AVE                  ,,,,55,25,40.82951,74.13752,N,,7201,17:10,120+07442
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/20/2018,SU,949,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,0.19,2,,2,2,1,5,5,1,100,FE,E,US 46                              ,,,,55,55,40.86955,74.18604,N,,7118,9:50,120+07449
2013160213-7524                ,PASSAIC     ,CLIFTON CITY            ,7/3/2013,W ,1415,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,4.83,2,2,2,1,1,1,1,2,300,FE,W,NJ 21                              ,,,,55,55,,,N,,260,14:15,120P04739
2.01E+13,PASSAIC     ,CLIFTON CITY            ,7/25/2014,F ,2004,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,1,1,4,1,,,,,F,MAIN AVE                 ,SB,55,,,,N,NONE                                                                            ,515,20:05,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,9/1/2015,TU,1928,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,6,1,1,1,150,FE,E,,T,GARDEN STATE PARKWAY     ,NB,55,,,,N,NONE OBSERVED/REPORTED                                                          ,7177,19:30,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/20/2018,SU,1101,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,0.17,2,,2,1,1,1,5,1,,AT,,US 46                              ,,,,55,55,40.86955,74.18604,N,,7118,11:00,120+07449
2013160213-7557                ,PASSAIC     ,CLIFTON CITY            ,7/4/2013,TH,1111,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.42,2,2,2,1,1,1,1,1,,FE,E,,F,CR 603                   ,WB,55,,,,N,,?    ,11:10,120+07443
2.01E+13,PASSAIC     ,CLIFTON CITY            ,8/19/2014,TU,1719,1,CLIFTON PD               ,POST 7         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,1,1,1,1,1,2,100,FE,E,,T,RT 21                    ,,55,,,,N,NONE                                                                            ,7030,17:20,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,9/2/2015,W ,1527,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,3,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,1,1,1,1,200,FE,W,,F,GROVE ST                 ,NB,55,,,,N,NONE                                                                            ,7153,15:25,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,10/29/2016,SA,1826,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,7,1,1,1,150,FE,,,T,MAIN AVE                 ,,55,,,,N,NONE                                                                            ,7107,18:25,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,7/30/2017,SU,1331,1,CLIFTON PD               ,,0,3,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,,2,1,1,1,5,1,,,,,F,MAIN AVE                 ,WB,55,,40.83181,74.14107,N,,,13:30,120+07449
2013160213-7626                ,PASSAIC     ,CLIFTON CITY            ,7/6/2013,SA,1209,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,4.7,2,2,2,1,1,1,1,2,,,,,F,NJ 21                    ,SB,55,,,,N,NONE                                                                            ,5010,12:10,120P04739
2.01E+13,PASSAIC     ,CLIFTON CITY            ,8/22/2014,F ,2311,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,6,1,1,1,100,FE,E,,T,MAIN AVE                 ,,55,,,,N,NONE                                                                            ,12573,23:10,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,9/2/2015,W ,1641,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,,2,4,2,1,1,1,1,1,250,FE,E,,T,BROAD ST                 ,NB,,,,,N,NONE                                                                            ,7215,16:40,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,10/30/2016,S ,951,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,3,NJ 3                                              ,W,3,,00000003__      ,,2,4,2,1,1,1,5,1,100,FE,E,,F,VALLEY ROAD              ,,50,,,,N,NONE                                                                            ,7131,9:50,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/21/2018,MO,1216,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,15,2,NJ 3                                              ,W,3,,00000003__      ,0.5,2,,2,1,1,1,1,1,50,FE,W,CR 623 / GROVE ST                  ,,,,45,35,40.87205,74.18952,N,,7098,12:15,120+07449
2013160213-765                 ,PASSAIC     ,CLIFTON CITY            ,1/21/2013,M ,1058,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,1,1,1,1,1,,,,,F,PASSAIC AVE              ,,55,,,,N,,260,11:00,120+07449
201416022014-100192            ,PASSAIC     ,CLIFTON CITY            ,12/10/2014,W ,1530,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,2,1,3,1,1,,AT,,,F,RT 21                    ,,55,,,,N,NONE OBSERVED/REPORTED                                                          ,7029,15:30,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,7/31/2017,MO,837,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,,2,1,1,1,5,1,,,,,F,CR 603                   ,WB,55,,40.83434,74.14792,N,,7167,8:35,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,9/4/2015,F ,1352,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.27,2,1,2,1,1,1,1,1,50,FE,E,ROUTE 509 / BROAD ST               ,,,,55,30,,,N,NONE                                                                            ,7098,13:50,120P07447
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/21/2018,MO,2104,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.8,2,,2,1,6,1,1,1,,,,,F,CR 603                   ,WB,55,,40.83438,74.14799,N,,7238,21:05,120+07442
2013160213-7658                ,PASSAIC     ,CLIFTON CITY            ,7/7/2013,S ,1158,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,1,1,4,1,,,,,F,SLAIN AVE                ,,55,,,,N,NONE                                                                            ,5006,12:00,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/1/2017,TU,840,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.6,2,,2,1,1,1,1,1,150,FE,E,GARDEN STATE PARKWAY               ,,,,55,55,40.85098,74.17362,N,,7204,8:40,120+07445
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/23/2018,WE,851,1,CLIFTON PD               ,,0,2,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.8,2,,2,1,1,1,5,1,,,,,F,CR 601                   ,,55,,,,N,,7118,8:50,120+07442
2.02E+17,PASSAIC     ,CLIFTON CITY            ,9/4/2015,F ,1700,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,1,1,1,1,200,FE,W,,F,GROVE ST                 ,NB,55,,,,N,NONE                                                                            ,7153,17:00,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,11/1/2016,TU,1059,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,4,2,1,1,1,5,1,,,,,F,MAIN AVE                 ,,55,,,,N,NONE                                                                            ,7118,11:00,120+07449
2013160213-7850                ,PASSAIC     ,CLIFTON CITY            ,7/12/2013,F ,933,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,2.45,2,2,2,1,1,1,1,1,1000,FE,W,CR 622 / BLOOMFIELD AVE            ,,,,55,35,,,N,,260,9:35,120P07444
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/23/2018,WE,1023,1,CLIFTON PD               ,,0,3,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,2.64,2,,2,1,1,1,1,1,20,FE,W,CR 622 / BLOOMFIELD AVE            ,,,,55,25,40.84064,74.16044,N,,7128,10:25,120+07444
201416022014-10081             ,PASSAIC     ,CLIFTON CITY            ,9/21/2014,S ,1509,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,1,1,2,1,,FE,,,F,CR 603 / PASSAIC AVE     ,NB,55,,,,N,NONE                                                                            ,515,15:10,120+07449
2013160213-7883                ,PASSAIC     ,CLIFTON CITY            ,7/12/2013,F ,1948,1,CLIFTON PD               ,CLIFTON        ,0,2,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,0.14,2,2,2,2,1,2,2,1,200,FE,E,,T,US 46                    ,WB,40,,,,N,NONE                                                                            ,125?3,19:50,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,9/6/2015,S ,959,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,4.8,2,1,2,1,1,1,1,1,500,FE,W,NJ 21                              ,,,,55,55,,,N,NONE                                                                            ,7118,10:00,120P04739
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/24/2018,TH,805,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,W,3,,00000003__      ,4.89,2,,2,1,1,1,1,1,20,FE,W,NJ 21                              ,,,,55,55,,,N,,7157,8:05,120P04739
201416022014-10139             ,PASSAIC     ,CLIFTON CITY            ,9/22/2014,M ,1707,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,7,1,1,1,,AT,,,F,MAIN AVE                 ,,55,,,,N,NONE OBSERVED/REPORTED                                                          ,7029,17:05,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,11/2/2016,W ,1112,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,1.53,2,1,2,1,1,1,1,1,50,FE,E,GARDEN STATE PARKWAY N             ,,,,55,55,,,N,NONE                                                                            ,7135,11:10,120+07445
2.02E+17,PASSAIC     ,CLIFTON CITY            ,9/8/2015,TU,813,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.33,2,2,2,1,1,1,1,1,500,FE,W,CR 603 / PASSAIC AVE               ,,,,55,35,,,N,NONE                                                                            ,7124,8:15,120+07443
201416022014-101521            ,PASSAIC     ,CLIFTON CITY            ,12/19/2014,F ,1825,1,CLIFTON PD               ,PATROL         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,6,1,1,1,1000,FE,E,,T,BROAD STREET             ,,55,,,,N,NONE                                                                            ,512,18:25,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,11/2/2016,W ,1440,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,1,1,5,1,100,FE,W,,T,ROUTE 21                 ,,,,,,N,NONE                                                                            ,7201,14:40,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/24/2018,TH,1828,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.8,2,,2,1,1,1,4,1,,,,,T,MAIN AVE                 ,,55,,40.83181,74.14107,N,,7211,18:30,120+07442
2.02E+17,PASSAIC     ,CLIFTON CITY            ,11/2/2016,W ,1944,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,4.8,2,1,2,1,6,1,1,1,500,FE,W,NJ 21                              ,,,,55,55,,,N,NON                                                                             ,7218,19:45,120P04739
201416022014-10517             ,PASSAIC     ,CLIFTON CITY            ,10/2/2014,TH,1103,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,W,3,,00000003__      ,,2,5,2,1,0,1,2,1,,,,,T,CR 602 / ALLWOOD ROAD    ,EB,10,,,,N,NONE                                                                            ,9042,11:05,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,9/8/2015,TU,1251,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,2.64,2,1,2,1,1,1,1,1,500,FE,E,BLOOMFIELD AVE                     ,,,,55,35,,,N,NONE                                                                            ,7118,12:50,120+07444
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/2/2017,WE,651,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,10,1,NJ 3                                              ,W,3,,00000003__      ,3.38,2,,2,1,1,1,1,1,200,FE,W,CR 603 / PASSAIC AVE               ,,,,55,,40.83448,74.14752,N,,7199,6:50,120+07443
201416022014-10780             ,PASSAIC     ,CLIFTON CITY            ,10/9/2014,TH,741,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,1,1,1,1,50,FE,E,,T,PARKWAY                  ,NB,55,,,,N,NONE                                                                            ,9042,7:40,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,9/8/2015,TU,1628,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,1,1,1,1,100,FE,W,,T,BROAD ST                 ,NB,55,,,,N,NONE                                                                            ,7153,16:30,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/2/2017,WE,713,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.44,2,,2,1,1,1,1,1,100,FE,E,CR 603 / PASSAIC AVE               ,,,,55,35,40.83469,74.14893,N,,7099,7:15,120+07443
201416022014-10781             ,PASSAIC     ,CLIFTON CITY            ,10/9/2014,TH,741,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,1,1,1,1,50,FE,E,,T,PARKWAY                  ,NB,55,,,,N,NONE                                                                            ,9042,7:40,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/2/2017,WE,1612,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,4.85,2,,2,2,1,2,1,1,200,FE,W,NJ 21                              ,,,,55,55,40.82775,74.13364,N,,7206,16:10,120P04739
201416022014-10843             ,PASSAIC     ,CLIFTON CITY            ,10/10/2014,F ,2009,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,,2,1,2,1,6,1,1,1,250,FE,E,,T,CR 601                   ,,55,,,,N,NONE OBSERVED/ REPORTED                                                         ,7079,20:10,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/25/2018,FR,1612,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,3.8,2,,2,1,1,1,4,1,,,,,T,MAIN AVE                 ,WB,50,,40.83219,74.14075,N,,7263,16:10,120+07442
2.02E+17,PASSAIC     ,CLIFTON CITY            ,11/3/2016,TH,1201,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,2,2,NJ 3                                              ,W,3,,00000003__      ,3.82,2,1,2,1,1,1,1,1,,AT,,CR 601 / MAIN AVE                  ,,,,55,25,,,N,NONE                                                                            ,7135,12:00,120+07442
2.02E+17,PASSAIC     ,CLIFTON CITY            ,8/2/2017,WE,1641,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.44,2,,2,2,1,2,1,1,200,FE,W,PARKWAY SOUTH                      ,,,,50,55,40.86565,74.18162,N,,550,16:40,120P07446
2.02E+17,PASSAIC     ,CLIFTON CITY            ,9/9/2015,W ,1648,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.41,2,1,2,1,1,1,4,1,50,FE,S,CR 603 / PASSAIC AVE               ,,,,55,25,,,N,NONE                                                                            ,7238,16:50,120+07443
2013160213-7952                ,PASSAIC     ,CLIFTON CITY            ,7/15/2013,M ,805,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.82,2,5,2,1,1,1,1,1,,,,,F,CR 601                   ,NB,55,,,,N,NONE.                                                                           ,5010,8:05,120+07442
201416022014-10940             ,PASSAIC     ,CLIFTON CITY            ,10/13/2014,M ,1902,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,11,1,NJ 3                                              ,W,3,,00000003__      ,,2,2,2,2,3,2,1,1,,AT,,,F,ROUTE 21                 ,,55,,,,N,NONE OBSERVED / REPORTED                                                        ,7029,19:00,120+07449
2.02E+17,PASSAIC     ,CLIFTON CITY            ,11/7/2016,M ,754,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,1.28,2,1,2,1,1,1,1,1,100,FE,E,ROUTE 509 / BROAD ST               ,,,,55,25,,,N,NONE                                                                            ,7180,7:55,120+07447
2.02E+17,PASSAIC     ,CLIFTON CITY            ,5/25/2018,FR,1824,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,W,3,,00000003__      ,3.4,2,,2,1,1,1,4,1,,,,,F,PASSAIC COUNTY 603       ,WB,55,,40.8348,74.14806,N,,7263,18:25,120+07443
